service_name,escalation_policies,teams,integrations,last_incident_timestamp
Papi - Low,ECS - Escalation Policy,Enterprise Content Services,"[""Papi-AWS""]",2019-01-27T15:15:40-08:00
Papi - Preprod,ECS - Escalation Policy,Enterprise Content Services,"[""Runscope""]",
Partner Service,MEDS-Escalation-Policy,CCP EDP Services,"[""Prometheus""]",
Passbook Escalation,CCS Team Escalation Policy,CCS Team,"[""Email""]",
Password-Server Production Alerts,FanPass Escalation Policy,FanPass,"[""Email"", ""AWS""]",2019-09-24T01:48:46-07:00
Password-Server TOC Escalation,FanPass Escalation Policy,FanPass,"[""Email""]",
PayOps,Payment Operations Escalation,Payment Operations,"[""Email""]",2019-10-25T04:13:39-07:00
Paysys Cloudwatch Alerts,PaySys Dev Escalation,PaySys Dev,"[""Paysys Cloudwatch Alerts""]",2019-06-18T12:21:41-07:00
PaySys Dev,PaySys Dev Escalation,PaySys Dev,"[""Email"", ""PaySys Prometheus""]",2019-10-30T08:35:24-07:00
Paysys Elastalert,PaySys Dev Escalation,PaySys Dev,"[""elastalert""]",2019-10-25T06:32:30-07:00
PCI TOC Escalation,CCS Team Escalation Policy,CCS Team,"[""Email""]",2018-05-15T06:18:32-07:00
pdincient-dummy,IOPSBTB - Escalation Policy,IOPSBTB,"[""pdincident"", ""Email Integration""]",
pdincient-dummy-low,IOPSBTB low priority - Escalation Policy,IOPSBTB,"[""pdincident"", ""Email Integration""]",
Physical Fitness Alert,Techops-Infra-Oncall,Techops Infrastructure,"[""Email""]",2018-12-14T02:34:38-08:00
Physical Fitness Beta Alerts,Physical Fitness Beta Alerts,,"[""Prometheus""]",2018-04-26T00:31:59-07:00
pingdom,CCP Escalation Policy,CCP EDP,"[""Email""]",
platform automation test,Platform Automation Escalation,Platform Automation ,"[""PA email ""]",2019-10-23T13:36:10-07:00
Platform Engineering,devXtools,devXtools,"[""https://contegixapp1.livenation.com/confluence/display/PLEN/Platform+Runbooks"", ""AWS-alert"", ""Email""]",2018-10-03T09:16:37-07:00
Platinum Alerts,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""PlatinumAlerts""]",2019-09-12T11:47:25-07:00
Platinum Cloudwatch Service,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""Amazon Cloudwatch"", ""Platinum - Rigor""]",2019-10-28T12:16:40-07:00
Platinum Critical,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""JIRA Software (Legacy)""]",2019-10-30T10:51:31-07:00
Platinum Kakfa Alerts,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""Prometheus""]",2019-10-29T16:53:14-07:00
Platinum Medium - Next Biz Day,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""JIRA Software (Legacy)""]",2019-10-30T10:51:25-07:00
Platinum NonCritical,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""JIRA Software (Legacy)""]",2019-10-24T14:55:14-07:00
Platinum OnCall Email,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""JIRA Software (Legacy)""]",2019-08-21T13:00:28-07:00
Platinum RTBO Critical,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""Platinum RTBO Integration"", ""Events API v2""]",2019-10-26T18:45:02-07:00
PLEN Services,devXtools,devXtools,"[""Email""]",2016-07-26T09:10:23-07:00
PLTDEV Bosun,PLTDEV Oncall,Platform Development,"[""API""]",2019-03-04T13:32:24-08:00
PLTDEV Oncall,PLTDEV Oncall,Platform Development,"[""Email"", ""PLTDEV Prometheus"", ""API - Prometheus""]",2019-10-30T12:50:21-07:00
PMT Escalation,CCS Team Escalation Policy,CCS Team,"[""Email"", ""USP PMT""]",2019-03-11T11:04:46-07:00
Porche Escalation,CCS Team Escalation Policy,CCS Team,"[""Email""]",
Post-Purchase Order Management,TM Post-Purchase Escalation Policy,TM Post-Purchase,"[""Email""]",
Posting,TM Post-Purchase Escalation Policy,TM Post-Purchase,"[""Email""]",
PRD1980-MFX-Authoring-ElasticSearch-PROD,PYVO-PROD,PYVO,"[""Slack to PagerDuty""]",
PRD283 Elasticsearch Monitoring,PRD283 Infra Team EP,PRD283 Modern Accounts,"[""Amazon CloudWatch""]",2019-10-30T11:35:55-07:00
PRD283 Modern Account Rigor,Modern Account EP,PRD283 Modern Accounts,"[""PRD283 MA EP Email"", ""Amazon CloudWatch""]",2019-10-29T23:49:30-07:00
prd283-accounts-alerts,PRD283 Accounts escalation policy,,"[""Amazon CloudWatch""]",2018-11-29T18:22:23-08:00
prd283-modern-accounts,DIY Escalation Policy,SP3,"[""Amazon CloudWatch""]",
Pre-Prod TAP Splunk Alerts,TAP Escalation Policy,TAP,"[""Generic API""]",
PREPROD - Seat Search  ELK,Seat Search PROD,Seat Search,"[""Watcher"", ""Amazon Cloudwatch""]",2019-03-13T15:15:32-07:00
PREPROD - Seat Search API,Seat Search PROD,Seat Search,"[""Rigor"", ""AWS Cloudwatch""]",2019-08-01T16:24:57-07:00
PREPROD - Seat Search Services,Seat Search PROD,Seat Search,"[""Rigor"", ""AWS Cloudwatch""]",2019-10-04T22:51:21-07:00
preprod.tmhub.io: Route53 HealthCheckStatus,devXtools,devXtools,"[""PREPROD TMHUB""]",2017-12-06T06:35:14-08:00
Presence AWS Infrastructure,Presence Dev,Presence,"[""Amazon Cloudwatch""]",2019-10-24T02:35:30-07:00
Presence Bot,Presence Dev,Presence,"[""Presence bot""]",2019-10-16T17:28:46-07:00
Presence High: On-call paged,Presence Dev,Presence,"[""JIRA""]",2019-10-20T09:02:35-07:00
Presence Low: 2-3 Days,Presence Support (low),Presence,"[""JIRA""]",2019-10-30T09:42:36-07:00
Presence Medium: Next Biz. Day,Presence Support (low),Presence,"[""JIRA""]",2019-10-26T08:05:31-07:00
Presence On Call Email Integration,Presence Dev,Presence,"[""Email""]",2019-10-08T05:18:22-07:00
Presence SDK Incident Notification Service,Presence SDK Incident Escalation Policy,Presence SDK,"[""Email""]",2019-09-30T19:11:32-07:00
Presence SDK Passweb Notification Service,Presence SDK Monitoring Escalation Policy,Presence SDK,"[""Passweb Amazon CloudWatch Alerts""]",2019-01-07T11:53:41-08:00
Presence Synthetic Monitoring,Presence Dev,Presence,"[""API""]",2019-10-03T17:00:09-07:00
Presence Test,Presence Test Dev,Presence,"[""Presence Test Dev"", ""Presence Test Dev v2"", ""CloudWatch""]",2019-10-30T11:38:46-07:00
Pricemaster Escalation,CCS Team Escalation Policy,CCS Team,"[""Email"", ""USP""]",
Primary Fraud Block,Fraud Escalation,Fraud,"[""Rigor"", ""Prometheus""]",2019-10-29T19:27:17-07:00
Primary Fraud Model,Fraud Escalation,Fraud,"[""Prometheus""]",2019-10-21T15:10:34-07:00
Primary Fraud Model - Dev,Fraud DEV,Fraud,"[""Prometheus""]",2019-10-24T08:24:15-07:00
PROD - Seat Search Metrics ELK,Seat Search NONPROD,Seat Search,[],
PROD - Seat Search Services,Seat Search PROD,Seat Search,"[""Rigor"", ""AWS Cloudwatch""]",2019-10-30T07:44:47-07:00
PROD-EAST - Seat Search API,Seat Search PROD,Seat Search,"[""Rigor"", ""AWS Cloudwatch""]",2019-04-17T00:19:57-07:00
PROD-EAST - Seat Search ELK,Seat Search PROD,Seat Search,"[""Watcher"", ""Amazon Cloudwatch""]",2019-06-10T04:17:11-07:00
PROD-WEST - Seat Search ELK,Seat Search PROD,Seat Search,"[""Watcher"", ""Amazon Cloudwatch""]",
ProdDBA - AWS Critical SNS Alert,ProdDBA Escalation Policy,ProdDBA,"[""Amazon Cloudwatch""]",2019-10-23T21:18:09-07:00
ProdDBA - AWS ICE DBA Test,proddba-test-ice-dba,ProdDBA,"[""Amazon Cloudwatch""]",2017-06-30T09:15:15-07:00
ProdDBA - AWS Non-Critical SNS Alert,ProdDBA Escalation Policy,ProdDBA,"[""test""]",2017-01-19T13:19:53-08:00
ProdDBA - AWS RDS alert,ProdDBA Escalation Policy,ProdDBA,"[""Amazon CloudWatch""]",2017-01-18T16:46:15-08:00
ProdDBA - AWS RDS PIM alert,ProdDBA Escalation Policy,ProdDBA,"[""Amazon Cloudwatch""]",
ProdDBA - Critical Services,ProdDBA Escalation Policy,ProdDBA,"[""Email"", ""auroraReplicationMonitoring"", ""Prometheus"", ""gdpr-goclean"", ""sns""]",2019-10-30T08:49:03-07:00
ProdDBA - DBA-ONCALL,ProdDBA Escalation Policy,ProdDBA,"[""Email""]",2019-10-23T01:49:58-07:00
ProdDBA - UKPRODDBA SERVICES,ProdDBA Escalation Policy,ProdDBA,"[""Email"", ""general escaltions""]",2019-10-29T17:00:06-07:00
ProdDBA - Warning Services,ProdDBA Escalation Policy for Warning Services,ProdDBA,"[""Email"", ""AwsAuroraReplication"", ""AwsAuroraReplicationEmail"", ""Prometheus"", ""mysql-health-checks"", ""gdpr-goclean"", ""integer_overflow"", ""sns"", ""sns-vignesh-test""]",2019-10-30T15:00:08-07:00
ProdDBA-US - DBA ONCALL,ProdDBA-US Escalation Policy,ProdDBA-US,"[""Email"", ""Slack""]",2019-04-24T22:42:30-07:00
ProdDBE - Warning Services,prodDBRE - CassandraOps,prodDBRE - CassandraOps,"[""Prometheus""]",2019-09-23T14:14:25-07:00
Prometheus,ISMDS Escalation Policy,ISMDS,"[""Prometheus""]",2019-10-08T12:25:45-07:00
Prometheus - Presence SDK,Presence SDK Monitoring Escalation Policy,Presence SDK,"[""Prometheus - Presence SDK""]",2019-07-19T12:07:32-07:00
Prometheus AlertManager,MEDS-Escalation-Policy,CCP EDP Services,"[""Prometheus""]",2018-11-12T15:25:17-08:00
prometheus integration,UWD and Entitlements Escalation Policy,ENTITLEMENTS,"[""Prometheus""]",2018-05-01T19:48:09-07:00
Prometheus-Alerts,devXtools,devXtools,"[""CET-Prometheus""]",2017-03-15T12:57:27-07:00
Prometheus-IOPSCPT,IOPSCPT - Escalation Policy,IOPSCPT,"[""Prometheus-IOPSCPT""]",2019-10-15T08:33:41-07:00
Prometheus-ROFL,Abuse Prevention,Abuse Prevention,"[""Prometheus""]",
Prometheus-Tournament,Tournament-Escalation-Policy,Tournament,"[""API""]",2019-06-28T23:06:51-07:00
PSDK TMX Instance Monitoring,Presence SDK Monitoring Escalation Policy,Presence SDK,"[""API-TMX-Instance-Monitoring"", ""TMX CloudWatch""]",2019-10-28T10:23:07-07:00
PYVO EBOM NonProd,PYVO-DEV,PYVO,"[""Amazon Cloudwatch"", ""Email"", ""Rest API""]",2019-09-04T15:02:29-07:00
PYVO EBOM Production,PYVO-PROD,PYVO,"[""Amazon Cloudwatch"", ""Email"", ""Events API v1""]",2019-09-03T22:12:20-07:00
PYVO EBOM Stage,PYVO-STAGE,PYVO,"[""Amazon Cloudwatch"", ""Email"", ""Events API v1""]",2019-10-15T10:21:41-07:00
PYVO UserManagement Production,PYVO-PROD,PYVO,"[""Amazon Cloudwatch"", ""MART"", ""Email"", ""Rest API""]",2019-08-06T07:12:15-07:00
PYVO UserManagement Stage,PYVO-STAGE,PYVO,"[""Cloudwatch"", ""MART"", ""Email"", ""Rest API""]",2019-04-10T14:46:06-07:00
PYVO-DEV,PYVO-DEV,PYVO,"[""Rest API"", ""CloudWatch""]",2019-10-29T17:50:32-07:00
QA - Seat Search ELK,Seat Search NONPROD,Seat Search,"[""Watcher"", ""Amazon Cloudwatch""]",2017-06-13T16:52:35-07:00
QUE Escalation,CCS Team Escalation Policy,CCS Team,"[""Email""]",2017-10-19T14:06:47-07:00
Queue-It Team Monitoring,SmartQueue Escalation Policy,SmartQueue,"[""API"", ""Email""]",2019-10-30T07:11:56-07:00
RDFS_Archtics,RDFS_Archtics,Archtics Engineering,"[""Amazon CloudWatch"", ""AWS Prometheus""]",2019-10-30T12:24:15-07:00
Real Time Account Locking,RTAL Escalation,Fraud,"[""Prometheus""]",2019-10-30T07:58:01-07:00
Reggie Production Alerts,FanPass Escalation Policy,FanPass,"[""Email""]",2019-10-19T07:05:20-07:00
Reggie TOC Escalation,FanPass Escalation Policy,FanPass,"[""Email""]",
Reggie-Rigor,FanPass Escalation Policy,FanPass,"[""Rigor""]",2019-10-16T15:33:33-07:00
Reporting Email Alert,Reporting Escalation Policy,Contact Center - Technology,"[""Email (2)"", ""Email"", ""Reporting AWS Alerts""]",2019-10-21T13:19:57-07:00
Reporting Solarwinds Alert,Reporting Escalation Policy,Contact Center - Technology,"[""SolarWinds""]",2019-08-07T01:03:35-07:00
Resale - Accertify,Checkout - Orders,Checkout - Orders,"[""Email""]",2016-01-22T14:59:26-08:00
Resale Support Tool (RST),TM Post-Purchase Escalation Policy,TM Post-Purchase,"[""Email""]",2019-07-24T09:05:40-07:00
Responsive Checkout,Checkout - RCO - Escalation Policy,Checkout,"[""Email""]",2019-09-12T17:43:33-07:00
Rigor,SDMA-ESCALATION-POLICY,SalesDeckMobile,"[""Rigor""]",2019-05-06T02:49:33-07:00
RTFS,RTFS Escalation,Fraud,"[""RTFS Prometheus"", ""RTFS AWS Cloudwatch""]",2019-10-30T07:38:53-07:00
RTFS-dev testing alerts,Fraud DEV,Fraud,"[""Prometheus"", ""Cloudwatch dev alerts""]",2019-10-18T16:25:59-07:00
Runscope,Content and Discovery,Content and Discovery,"[""Runscope""]",
Runscope - Discovery,Content and Discovery,Content and Discovery,"[""Runscope""]",2017-09-14T09:38:20-07:00
Runscope - Discovery - ijash,Content and Discovery,Content and Discovery,"[""Runscope""]",2016-11-02T11:59:57-07:00
Runscope 01,COMMVAM Engineering Notification,COMMVAM,"[""Runscope""]",
Runscope PSDK,Presence SDK Monitoring Escalation Policy,Presence SDK,"[""Runscope""]",2019-10-29T01:00:40-07:00
SalesDeck,SDMA BD Escalation Policy,SalesDeck,[],2019-06-19T14:43:01-07:00
Scaling Sandbox,Scaling Sandbox Escalation,Scaling Sandbox,"[""Email""]",2019-10-24T11:48:41-07:00
SeatSearch Pagerduty email,Seat Search Notify All,Seat Search,"[""Email""]",2018-12-12T09:17:39-08:00
SecOps Service,SecOps Escalation Policy,Security Operations - SecOps,"[""Email"", ""SecOps Slack Integration""]",2019-09-13T05:46:52-07:00
Self Service Change Delivery,DIY Escalation Policy,SP3,"[""Email""]",2016-11-04T13:21:10-07:00
Self-Service Refunds,DIY Escalation Policy,SP3,"[""Email"", ""Email OSS"", ""Rigor""]",2018-02-12T07:25:17-08:00
Service - CTS Core Data,Escalation - CTS Core Data,CTS - Core Data,"[""Email"", ""Slack to PagerDuty"", ""IRIS-ELK"", ""IRIS API Gateway -  Cloudwatch"", ""Prometheus""]",2019-10-28T01:29:57-07:00
ServicePro Escalation,CCS Team Escalation Policy,CCS Team,"[""Email"", ""USP""]",2018-05-08T16:52:43-07:00
Shared Proxy Escalation,CCS Team Escalation Policy,CCS Team,"[""Email"", ""Events API v2""]",2019-10-24T11:50:26-07:00
Shared Services Escalation,CCS Team Escalation Policy,CCS Team,"[""Email""]",2017-10-11T03:41:56-07:00
Slack Monitoring,TAP Escalation Policy,TAP,"[""Generic API""]",
Slack to PagerDuty,IO-VV-Escalation,Virtual Venue-ISM Group,"[""Slack to PagerDuty""]",
SmartQueue,SmartQueue Escalation Policy,SmartQueue,"[""Email""]",2018-12-18T14:25:21-08:00
smg,IIS-Prod-EscalationPolicy,IIS,"[""pdincident"", ""Email Integration""]",2019-10-23T12:37:29-07:00
smg-low,IIS-Low-EscalationPolicy,IIS,"[""pdincident"", ""Email Integration""]",2018-05-28T10:42:03-07:00
smt,MFX-SMT Escalation Policy,MFX-SMT,"[""pdincident"", ""Email Integration""]",2019-10-23T12:38:34-07:00
smt-low,MFX-SMT Escalation Policy,MFX-SMT,"[""pdincident"", ""Email Integration""]",2019-10-10T07:03:47-07:00
Snapvault-Alerts,Techops-Infra-Oncall,Techops Infrastructure,"[""Email""]",2017-09-03T13:26:44-07:00
SP3 applications monitoring,DIY Escalation Policy,SP3,"[""sp3-cloudwatch-apps"", ""Email""]",2018-06-02T16:01:31-07:00
SP3 applications monitoring (CRITICAL),DIY Escalation Policy,SP3,"[""sp3-cloudwatch-apps-crit"", ""Email""]",2019-09-05T11:00:47-07:00
SP3 infrastructure monitoring,DIY Escalation Policy,SP3,"[""sp3-cloudwatch-infra""]",2019-10-24T01:56:42-07:00
SP3 infrastructure monitoring (CRITICAL),DIY Escalation Policy,SP3,"[""sp3-cloudwatch-infra-crit""]",2019-09-07T11:53:37-07:00
SP3 Manual Pager Duty Notification,DIY Escalation Policy,SP3,"[""Email""]",2019-07-19T17:01:54-07:00
Splunk License Usage,devXtools,devXtools,"[""Direct API""]",2017-04-03T18:19:01-07:00
Spons-SDS,Spons-test,Sponsorship,"[""Amazon CloudWatch SDS"", ""SDS2""]",2019-10-30T08:04:20-07:00
Sport XR Reports,Sport XR Reports ecalation policy,,"[""Prometheus"", ""cloud watch"", ""Grafana"", ""Data Integrator"", ""Sport XR Reports Mail integration"", ""Slack""]",2019-09-06T00:05:53-07:00
sports-alarms-nonprod-cloudwatch,IORE-nonprod-alerts,,"[""Amazon CloudWatch""]",2019-07-01T00:38:35-07:00
Sports-AWS-CloudWatch,IORE - SPORTS,International Operations and Reliability Engineering - SPORTS,"[""Amazon CloudWatch""]",2019-01-16T06:59:14-08:00
Sports-AWS-CloudWatch-NonProd,IORE - SPORTS,International Operations and Reliability Engineering - SPORTS,"[""Amazon CloudWatch""]",2019-10-30T12:35:17-07:00
SSETI Alert,TS Product Support escalations,TS Product Support,"[""Email""]",2019-06-03T02:03:31-07:00
Stark - Torch - Low,TCT Escalation,TCT Support,"[""Email""]",2019-04-02T03:00:44-07:00
Stark AWS (HIGH) Alert,TCT Escalation,TCT Support,"[""Amazon Cloudwatch""]",
Stark AWS Alarms (LOW),TCT Escalation,TCT Support,"[""Amazon Cloudwatch""]",2017-11-24T07:07:50-08:00
"Stark EMT,TCT Support (High)",TCT Escalation,TCT Support,"[""JIRA TCT""]",2018-04-10T05:51:18-07:00
"Stark EMT,TCT Support (Low)",TCT Escalation,TCT Support,"[""JIRA TCT""]",2019-09-12T08:38:00-07:00
Stark Healthchecks (Low),TCT Escalation,TCT Support,"[""Prometheus"", ""API"", ""Email""]",2017-03-01T07:32:43-08:00
Stark TCT Support (High),TCT Escalation,TCT Support,"[""API - Prometheus""]",2019-07-17T06:35:37-07:00
Stark TCT Support (Low),TCT Escalation,TCT Support,"[""API"", ""Email""]",2019-08-13T00:03:19-07:00
StatusPage.io Transient 877424,3rd Line - API-SSETI-Venuemaster (Policy),3rd Line - API-SSETI-Venuemaster,[],
Streamsets,FanBuilder Escalation Policy,Fanbuilder,"[""Prometheus""]",2018-02-07T22:25:46-08:00
Strikeforce Sumo Logic,FanPass Escalation Policy,FanPass,"[""Sumo Logic""]",2017-11-01T14:45:25-07:00
SumoLogic,CCP-BBA-US,CCP-BBA-US,"[""Email""]",2019-10-24T23:06:19-07:00
Synthetic monitoring,Platinum Escalation Policy,Platinum Tool and RT ISM,"[""MR-Syn-Mon""]",2018-07-10T13:12:23-07:00
TAP Escalation,CCS Team Escalation Policy,CCS Team,"[""Email"", ""USP TAP""]",2019-08-13T18:09:34-07:00
TAP Nimbus Alerts,TAP Escalation Policy,TAP,"[""Email""]",2019-09-05T18:32:03-07:00
TAP Rigor Uptime Check,TAP Escalation Policy,TAP,"[""Email""]",2019-10-22T13:48:51-07:00
TAP Splunk Alerts,TAP Escalation Policy,TAP,"[""Email""]",2019-10-29T09:15:29-07:00
TAP TOC Escalation Service,TAP Escalation Policy,TAP,"[""Email""]",2017-05-19T14:56:52-07:00
TAP UK,IOPSCPT - Escalation Policy,IOPSCPT,"[""Email"", ""Prometheus-TAPUK-IOPSCPT""]",2019-09-02T11:53:40-07:00
TAP UK Alerts,INTLDESK Escalation for TAP,INTLDESK,"[""TAP UK Email Alerts""]",2018-05-24T01:23:11-07:00
TAP Zabbix Alerts,TAP Test Escalation Policy,TAP,"[""Email""]",2015-11-25T22:26:56-08:00
TCT Healthchecks,TCT Escalation,TCT Support,"[""Email""]",2019-10-27T00:15:24-07:00
TCT-4 Escalation,CCS Team Escalation Policy,CCS Team,"[""Email""]",2019-06-20T23:21:56-07:00
TCT-5 Escalation,CCS Team Escalation Policy,CCS Team,"[""Email""]",
TDOPS ONCALL,TDOPS ONCALL,TDOPS ONCALL,"[""Email"", ""TDOPS ONCALL""]",2019-10-30T02:00:13-07:00
TDOPS ONCALL HIGH,TDOPS ONCALL,TDOPS ONCALL,"[""Email""]",
Techops Infra - Critical,Techops-Infra-Oncall,Techops Infrastructure,"[""Prometheus""]",2019-10-30T09:24:07-07:00
techops-devxtools-oncall,devXtools,devXtools,"[""Email"", ""api integration tmhub synthetic monitoring""]",2019-07-31T04:40:44-07:00
"Techops-Infra (Syseng,Cloudsys) Manual Escalation Service",Techops-Infra-Oncall,Techops Infrastructure,"[""End-user email"", ""Live Call Routing"", ""Techops-Infra Manual Escalation""]",2019-10-24T07:28:22-07:00
"Techops-Infra (Syseng,Cloudsys) Nimbus Escalation Service",Techops-Infra-Oncall,Techops Infrastructure,"[""Email""]",2017-10-04T13:13:32-07:00
TECHOPS-INFRA-NETAPP,TECHOPS-INFRA-TEST,Techops Infrastructure,"[""NetApp Monitoring Script - Direct Webhook""]",2019-01-20T11:47:04-08:00
Test,CCP Discovery Policy,CCP Discovery,[],2019-07-12T12:51:10-07:00
Test Alertmanager Service,IAC Escalation-Low,IAC,"[""Prometheus""]",2018-05-28T06:25:39-07:00
test dba,test dba,,"[""Email""]",
test-sonar-lambda,cloudsys-escalation-test-nick,,"[""API-sonar-lambda-test""]",2017-03-01T16:08:47-08:00
TestAWSCloud_Paysys,PaySys Dev Escalation,PaySys Dev,"[""Amazon Cloudwatch""]",2019-08-31T05:53:17-07:00
TestingService,MAS Escalation Policy,MAS,"[""Prometheus""]",
testteam,testteam,testteam,"[""Email""]",2016-11-15T16:01:14-08:00
testteam2,testteam,testteam,"[""Email""]",2016-11-15T16:17:40-08:00
TIAP,TIAP - On-premise,TIAP,"[""pdincident"", ""Rigor"", ""Prometheus"", ""StatusCake""]",2019-10-08T05:53:43-07:00
TIAP AWS Accounts,TIAP - Accounts (AWS),TIAP,"[""StatusCake""]",2019-09-26T05:07:13-07:00
TIAP AWS NonProd,TIAP - On-premise,TIAP,"[""Prometheus""]",
TIAP IOPSCPT,IOPSCPT - Escalation Policy,IOPSCPT,"[""Email"", ""Prometheus-TIAP-IOPSCPT""]",2019-05-08T00:59:40-07:00
TIAP Solr,IOPSCPT - Escalation Policy,IOPSCPT,"[""pdincident""]",2019-03-27T08:25:41-07:00
TICD-Prod-Escalation,"TICD-Prod-Escalation-Policy (PDS, PPS)","TICD - Ticket Delivery (PDS, PPS)","[""Email"", ""Events API v2""]",
Ticketing Services UK,IOPSCPT - Escalation Policy,IOPSCPT,"[""Email"", ""Prometheus-TSUK-IOPSCPT ""]",2019-05-27T02:15:03-07:00
Ticketmaster ONE - Email Service,Ticketmaster ONE - Escalation Policy,Ticketmaster ONE,"[""tm1-email-service-integration""]",2019-10-19T22:18:56-07:00
Ticketmaster ONE - Legacy Synthetic Monitoring,Ticketmaster ONE - Escalation Policy,Ticketmaster ONE,"[""Jenkins CI""]",2016-07-29T01:12:59-07:00
Ticketmaster ONE - Rigor,Ticketmaster ONE - Escalation Policy,Ticketmaster ONE,"[""Email"", ""tmone-integration-key"", ""Email""]",2019-10-24T12:22:39-07:00
Ticketmaster One Reports (INTL),Ticketmaster One Reports (INTL) Escalation Policy 1,Ticketmaster One Reports (INTL),"[""Prometheus ""]",2019-10-27T21:09:48-07:00
TicketmasterResaleBI Critial Service,TicketmasterResaleBI Escalation Policy,TicketmasterResaleDBAs,"[""TMRBI Critical Email""]",2019-09-02T00:54:06-07:00
TicketmasterResaleDBA Critial Service,TicketmasterResaleDBAs Escalation Policy,TicketmasterResaleDBAs,"[""Email Integration"", ""REST Api""]",2019-10-25T12:52:05-07:00
TicketmasterResaleDBA NonCritical Service,TicketmasterResaleDBAs Escalation Policy,TicketmasterResaleDBAs,"[""Email""]",2019-08-17T12:16:06-07:00
Ticketstoday Client Services Alert,Ticketstoday CS 911 Alert,Ticketstoday Client Services,"[""TT 911 Email""]",2019-09-28T09:57:16-07:00
Ticketstoday System Support,Ticketstoday Eng Escalation Policy,Ticketstoday Engineering,"[""Email"", ""Prometheus""]",2019-10-21T22:39:36-07:00
TicketWeb AWS Pre-Prod Service,TicketWeb AWS Non-Prod Escalations,TicketWeb,"[""Amazon Cloudwatch- PreProd""]",2017-02-09T14:55:09-08:00
Ticketweb Escalation,CCS Team Escalation Policy,CCS Team,"[""API""]",2019-05-07T19:11:39-07:00
TicketWeb OnCall Service,TicketWeb OnCall Escalations,TicketWeb,"[""Email"", ""Email"", ""Prometheus Monitoring""]",2019-10-29T09:13:29-07:00
Titan Cloudwatch,Titan Escalation,Verified Fan,"[""Amazon Cloudwatch""]",2019-08-09T10:40:31-07:00
Titan Prometheus,Titan Escalation,Verified Fan,"[""Prometheus""]",2019-10-20T11:28:04-07:00
Titan Rigor,Titan Escalation,Verified Fan,"[""Titan Rigor Integration""]",2019-10-28T14:32:49-07:00
Titan triggered by API,Titan Escalation,Verified Fan,"[""API""]",2017-09-21T09:33:53-07:00
TM Marketing Automation,TM Marketing Automation,TM-Marketing-Automation,"[""Email""]",
TM Post-Purchase Day-Of-Show,TM Post-Purchase DayOfShow Escalation Policy,TM Post-Purchase,"[""Email"", ""TM Post-Purchase Day Of Show Email"", ""Posting Day Of Show Email""]",2019-10-30T06:47:09-07:00
TM Post-Purchase Low Priority,TM Post-Purchase Low Priority Policy,TM Post-Purchase,"[""Email"", ""Events API v2"", ""Events API v1"", ""Amazon Cloudwatch""]",2019-10-29T17:10:33-07:00
TM Post-Purchase Prometheus Pager,TM Post-Purchase Escalation Policy,TM Post-Purchase,"[""Prometheus""]",2019-10-30T07:19:21-07:00
TM Salesforce,TM SalesForce Escalation Policy,SalesForce B2B,"[""Email""]",
TM+ Add to Cart Alerts,TM+ Add to Cart Escalation Policy,,"[""Email""]",2019-09-17T21:00:37-07:00
TM1 Sales,TM1-SALES-ESCALATION-POLICY,TM1Sales-ON CALL,"[""Rigor"", ""Email"", ""Email""]",2019-10-30T05:17:36-07:00
TM1Sales: High Priority,TM1-SALES-ESCALATION-POLICY,TM1Sales-ON CALL,"[""JIRA Software (Legacy)""]",2019-10-22T13:33:14-07:00
TM1Sales: Low Priority,TM1-SALES-ESCALATION-POLICY,TM1Sales-ON CALL,"[""JIRA Software (Legacy)""]",2019-10-28T16:54:07-07:00
TM1Sales: Medium Priority,TM1-SALES-ESCALATION-POLICY,TM1Sales-ON CALL,"[""JIRA Software (Legacy)""]",2019-10-25T11:37:38-07:00
tmcrmalerts,tmcrmalerts,,"[""Email""]",2015-08-08T13:38:05-07:00
TMDW-Streamsets-Oncall,TMDW-Streamsets-Oncall,TMDW-Streamsets-Oncall,"[""Email"", ""tmdw streamsets devops""]",2019-04-23T12:27:49-07:00
tmdw-streamsets-oncall-high,TMDW-Streamsets-Oncall,TMDW-Streamsets-Oncall,"[""Email"", ""tmdw streamsets devops""]",2019-06-24T16:29:02-07:00
tmflex-com.ticketmaster.mfxapps.tmflex.app,Flex development Escalation policies,Flex Development,"[""pdincident"", ""Email Integration"", ""prometheus""]",2019-09-12T10:40:59-07:00
tmflex-com.ticketmaster.mfxapps.tmflex.app-low,Flex escalation - stage,Flex Development,"[""pdincident"", ""Email Integration"", ""prometheus""]",2019-08-23T07:13:21-07:00
tmflex-com.ticketmaster.mfxapps.tmflex.ui,Flex development Escalation policies,Flex Development,"[""pdincident"", ""Email Integration""]",2019-01-15T02:46:27-08:00
tmflex-com.ticketmaster.mfxapps.tmflex.ui-low,Flex escalation - stage,Flex Development,"[""pdincident"", ""Email Integration""]",2019-02-20T01:18:33-08:00
